name;comment;Label
viaaaz;@tim_jurnalrisa @risa_saraswati @ranggana.purwana gaskeuuun😚;positif
memangindah;@agungrizki10;netral
sunfloweeerrss__;"slide k 3 itu ada ruangan ya?kamar bukansi? Gatau knp yaa,diantara salah satu dari ruangan/kamar (kanan/kiri)d slide k 3 itu,auranya kesedihann. Sedihhh ajaa rasanya liatnya,itu kamarnya mba ayu/yg kenak KDRT gasih?tolong informasi yaa,soalnya ngerasa gt,tp gatau knp jg d situ auranya jahaat,kek ada sesuatu yg trjadi. Kl salah tlg koreksi,memang buka indigo tp kl soal ""merasa"" sesuatu tk kasat mata,sensitiff.";negatif
berlianaaaasp;@dvftraaaaa_  mau coba g?;positif
larasdwisafitri618;@muhammadrasyidocid;netral
fajaryopratama;Welcome to kotagede karin🙌;positif
oxtavv;Merinding..😢;negatif
rcahya_;@aurelkrnndaa @ifradoms @fagita_septi @rupanici;netral
normaanovitasari;Maaf lagi physical distancing rin, ikutin aturan pemerintah aja udah;netral
wtavocadot_;Deket rumah gw tu😢;positif
ruthnaya_;Slide ke7 bikin merinding sampai balii😂;negatif
mayangmeylanie;pundakku sakit, sesek nafas. 😢;negatif
sipotatoo_;Liatnya muallll sumpah😢😢😢😢;negatif
firmanfirman1515;Indomie;netral
windakermayuda;Kyanya hrus ada awkarin x @diarymisterisara dehhh @sarawijayanto @_demianaditya_ @wisnuhardana @fadiljaidi;netral
dsyawlyh___;@indyratnap kesini sama anak2 jurnal please @tim_jurnalrisa;positif
fadilla666;@diarycewekindigo;netral
sfita_s;Padahal bagus tau vibes nya buat cafe² gtu, kece parah;positif
faulinsepti;@abbi_suryo kamu tau tmpt ini gak?;netral
ramegga;@tim_jurnalrisa;netral
nrhsnlbs;@alyarachmisyifa Ini?wkwk;netral
bayuajipamungkass;Apakah tempat ini boleh untuk buat film pendek ?;netral
cindhy_mega;Ibu sudah bangun;netral
avi.prvln;Ini rumah yg ada di konten @diarymisterisara ya;netral
jalanbarenggustu;Ini keren banget😍;positif
aliyaamaya_16;kayaknya rumah ini yg pernah di dateng in mba sara deh ka pernah dibahas di video youtubenya;positif
emmanuellarina;Seru bangettt kayak ikutan liburan via online 🔥🔥🔥😍;positif
krsdyaokta;@rahmafadilaa;netral
krsdyaokta;@meong2709;netral
letaoliviaa;Gue jadi mimpi serem grgr ngikutin postingan tentang ini😢;negatif
anisaputrisoraya_;Lah jurnal Risa pernah kesni deh kalau ga salah;netral
fitriramadaynt;jujur, setelah berulang2 ngeslide jadi tbtb mual gaboong, sesak gabisa dijelasin, sampe slide terakhir takut banget, tapi tbtb air mata gw jatuh😢 vibes nya campur aduk;negatif
ririn__22;@arifznlh berani gakk 😂;positif
lauismatheuss;Uang pemeliharaan rumah??? Ko rumahnya gak terawat gitu, pemeliharaannya dibagian mana ?? Wkwk😂😂;netral
chyta_023;Udah pernah di tayangin di @diarymisterisara;netral
rahhmatika;Salam dari jogja kak, udah jalan kemana aja selama di jogja ?;positif
putri.kleriawan;"Pas liat keseluruhan fotonya, cacing"" diperutku mulai bergetar";negatif
mamaaeila;Aku udah nonton wes lama di DMS;netral
aveendazy;hiling ke sini aja @rivaldyarief;positif
ikasuciw;@kisahtanahjawa @omhao13  pernah singgah juga ksini 😇😇;netral
honjimilagro;Banguntapan oyeaaaah! @noviananilaam;netral
elaan.f;lebih merinding buka dompet🔥;negatif
snayuyi;Liat foto ini aja w dah merinding;negatif
deltaphe;Yg nyari jawabannya di komen tp ga nemu..yuk ngumpul;negatif
elnnsss;@itsbaniyyy;netral
nabilaarfnti;Slide terakhir sihhh @surtianingsih @ramadhanvickycahya;netral
nana_dyana98;@risa_saraswati @dimasta_ @rianarizki @indyratnap @abimanyu_______ @nickoirham__;netral
nana_dyana98;@risa_saraswati @dimasta_ @rianarizki @indyratnap @abimanyu_______ @nickoirham__;netral
lisaatriutamiii99;Seruuu tp menakutkan juga 😂;positif
firmanadikrniawn;Slide terakhir;netral
nisawliya0;ktnya tmnku si yg slide ke 7 ada mbak suminya si kak bener kan? @selly_febriantyy;netral
putrisianipar27;Ini tuh yg ada di konten DMS kak Sarah iya gasihh;netral
zahrahlyl;@karisakais liat apa hayoo;netral
christinaadw;ng dms enek @ditaparamita1;netral
vickyyamdp;😍;netral
lalsskuyyy;@risa_saraswati @indyratnap;netral
faisalmanwar;Kenapa liatnya jadi ngantuk yaa ? Berat mata gt😂;negatif
dellaameliaagustin;kesini ni kalo ke jogja be @rian_stwnn;positif
febrianti_safitrii;J;netral
dovirenny;Keren🔥🔥🔥;positif
_uciii2621;Aku bukan anak indigo, pas liat baca story mereka dan liat foto2nya makin keslide trakhir makin nyesek n kepala tu jadi sakit... rasanya gamau liat sampe akhir, tp penasaran bgt🥲;negatif
faridaur27;@diarymisterisara pernah kesini;positif
dararizkyah;@nndglhpratiwi aku ngeliat ini bisa nyampek deg degan parah, jelasin nin slide ketiga aku takut bgt;negatif
eraoktfnsyh;Pusing 🥲;negatif
shairalulu_;gue sih anak indihome 😢 yang kalo internetnya gangguan suka sewot 🤣🙏🏻;negatif
ariesmnandarr_;Slide ke 3,5 ama terakhir...ehehe;netral
lilililiiiaa;K;netral
sandi.puspita;@tim_jurnalrisa;netral
siti_rosma;Ini yang pernah di datengin sama kak sarawijayanto di @diarymisterisara ,cek aja youtube nya lengkap di situ di jelasin apa aj penghuni nya 😁;positif
its_rsftr;@tim_jurnalrisa;netral
freddy_nainggolan_;Slide 1 ada penampakan ya, 😂 ✌️;negatif
pujipangestutiiiii_;Slide ke 8 yang paling serem sih,tapi kalo ke kamar mbah putri paling adem sih;negatif
ririmarizkia;@kakakberadikpodcast.mop;netral
lalisa_valeria21;Ga liat apa apa, cuman tiba tiba merinding banget pas liat foto2 nya 😢😮👏;negatif
putrikrsyn_;@tim_jurnalrisa;netral
tria.fw;Sory rin aku anak rumahan;negatif
yuupigummybear;yg slide terakhir itu kamarnya mba ayu bukan rinn???;netral
sitiaisyahnasution_;Tim DMS @diarymisterisara  udah pernah kesini karin;netral
saluanabilla46;pengen di elus²🙌;netral
kurnia_ariani;Ketemu saradic, lagi bahas episode hantu sinden, di slide 8 itu ada cewek duduk dengan rambut panjang.  Bener gak nih  @sarawijayanto;negatif
_doll_l;Slide akhir sereeemmmm;negatif
purnamasarie123;Siang aja begitu ,aplg malem 😢;negatif
sindhyyah;Pernah nntn di yutubnya nyai @sarawijayanto di foto slide terakhir emang sedih bgt cerita nya, dan itu mirip mirip sm kisah masa lalu nya nyai @sarawijayanto 😢;negatif
indahbeautifulz;@sarawijayanto @diarymisterisara mba sara dan tim dms udah pernah kesini dan menjelaskan rumah ini serta makhluk apa saja yang ada disini, nontonnya di youtube sara wijayanto.;netral
sntislstrii;@tim_jurnalrisa @risa_saraswati @ranggana.purwana;netral
kodokijoo_;Iki loh sing jareku biyen @izzi_izzulhaq;positif
estehmaniscekek;@heyjunee18;netral
ikhsnarf;@pinkan_n_a rame bngt woi;positif
aldilalatifa;Slide ketiga, area kiri atas dibawah lengkungan dinding, ada yg nebeng;negatif
hello_moyyy;Suka ni kalo soal horror🔥;positif
dheadnt;@___oy.oy;netral
musnaenii_;Eh sorry guys yang sudah pelusuran itu tim @diarymisterisara yah di tempat ini;netral
fianylaloann;@kakakberadikpodcast.mop @itsme.frisllyherlind;netral
sharinar_;Abis ngeliat bawaanya mual yak;negatif
mahapranaa24;Slide 8 sih pling seremmmm 😢;negatif
ghizerl;Pas liat storynya kak karin aku lngsung ngerasain sesuatu... Merinding dri ujung kaki sampai kepala. Pas dtg kesini pun juga sama. Bru didpn udh ngerasain byk yg ada disitu;negatif
cizzyburgers;sesek napas liatnya;negatif
momymoms19;Ga tau kenapaa gw suka bgttt sm model rumah nya..dan gw ngerasa nyamannn❤️;positif
awalfarhann___;Creepy tapi keren tempatnya;positif
bykira.id;Deket dari rumahku nih😍;positif
nisasolicha;Spot paling seram di ranjang besinya 🙂;positif
wiwitsuswardhani;Slide terakhir 😖;netral
sptiivnaaaa;sumpah liatnya langsung pusing gatau knp apalagi pas liat slide ketiga sama yg terakhir;negatif
dwinovita8090;@diarymisterisara 😍😍;netral
tarisyadyhh;"Gua anak indihome mencium bau"" wifi lemot @anatasyanbla";negatif
dewimahasari;Koq agak mual pusing;negatif
jenia.eeyn;@serrlidr_ @sandraatalanuraini @ultii116 @titiskurniaaa_ berani gak kesini ?;netral
septi_kurniasary;"berkali kali slide karna penasaran dan googling di skali lg gua slide ngerasa sakit ga tau berkali"" bgtu sakit bgt kerasa serius jd bakalan ga bisa tidur guaaaaa";negatif
zzanass1801_;Kak Rin, ucapin hbd dong kk, hari ini gw ultah hehhe, tp ga mungkin x yaa🥲;netral
sitompuldevitasari;@awkarin  disetiap foto anak gw lihat ada yg duduk, tiduran, nenek, kakak. Huuaaaa lengkap 😮;negatif
ayuyachne;Udah pernah nton di diary misteri sara.;netral
ayuditaharyanti;Hemmm dari yang aku liat ya🤔... sepertinya aku tidak bisa liat apa apa 😁👍;netral
sipaiq;@tim_jurnalrisa dateng kesini atuh;positif
desyarintaseptiani;Lah gw liat fotonya aja pusing bgt, mual 😢;negatif
wahyuks716;@diarymisterisara 🔥;netral
novitaauliapp;Sumiii wkwkw @desyawolf;netral
st_khodijah_;Anak vertigo nyimak 😢;netral
momster.aa;Bikin vlog uji nyali coba🔥;positif
sheilaudreylia;Badan ku sakit2 langsung melihat ini😢;negatif
tyascuppyy;Liat gini aja gw deg2n 🔥;negatif
muthyalara.setya;ini yang DMS sarah wijayanto pernah kesini nih;netral
hengky_kotto;Awas ka ketiban genteng,@awkarin;negatif
o.rchidd;.;netral
megawiiii;Yg stay jogja brani ga @tamlvly_ @faiizal_id;positif
kiriniindri;OTW;positif
dessyliisa;Liat slide ke slide aja bisa merinding😢;negatif
giovanny_casanova;Kalau @awkarin yg fotoin semua jdi aesthetic!❤️;positif
realofgee;Kira2 kalo fotonya pas malem hari brani gak @awkarin 🔥🙌;netral
echecekarus;km anak indihum @bakmiekuahplustelor;netral
naviscahyahidayah;Aku sampe muaall si. Merinding bgt kan.. sama;negatif
heelm.y;Yang wangi melati juga suka lewat lewat xixi;negatif
erlinlstr1;Ini rumah yg difilm perempuan tanah jahanam ga sii;netral
dhenoezha21;Asli di slide ke 9 banyak bgt yang ke foto rin @awkarin di atap atapnya coba zoom daah jadi pusing guee 😢;negatif
sony_ajisaka;Cuan 😍 cuan 😍;positif
heelm.y;Ada yg jaga besar sekali laki laki tinggi hitam xixixixi;negatif
yougi_saputra;Jadiin coffe shop bagus ni kak @awkarin;positif
santosoysei;Gue gak liat apa2 tp knp jd mual pusing😂;negatif
venazen;DMS pernah ke situ;netral
cyleveldua;Aku anak indomie seleramu;netral
indra_kurniyawn;ini yg pernah di upload di yt sara Wijayanto kan?;netral
sdw_kitchen;Karin berani bgt👏👏;positif
hanifahrs;Hawanya serem sih ka+tempat yaudah lah tau gimana;negatif
sriimlya;@aldi_reynaldi_ ceritain;netral
netalubis;Di foto pertama kayak nya yg paling sering muncul;positif
ayoemogie;Padahal masih otentik banget..tapi syg ya tangan jahil corat coret...😢;negatif
adicandra.ac;Di jadiin cafe😂😂;positif
avistafara;@nandiyata;netral
maghviraaferia;@ramasena19 @lebribhiee @cicimaharanis @adhityaakbarr;netral
anggia_lasmayanti;Itu yang pernah didatengin sama kak @sarawijayanto;netral
melati9889;Ini rumah yang filem perempuan tanah jahanam kan yah;netral
anggi_fahiraaa;Keknya ini yang pernah kak @sarawijayanto dan tim DMS penelusuran ya ga si de @aprilia1984 ?;netral
ariyandiyuda;gk kepikiran utk investasi properti di jogja rin?;positif
itstalita.__;Jelas banget yg di kasur lagi duduk :)) tpi seketika aku pusing Awokwok 😂;negatif
nazliyahbahanan;Delok en langsung amsyong geliyeng wkwk @zaenaah @greenteacoklat_;negatif
metaee4ff;Ini tuh yg buat mv danilla gasih?;netral
ayuningtyasapril;Duh gue anak indomie nih rin tau nya indomie itu ya gurih coy😂;netral
sandihan22;Ada anak kecil itu;netral
nnneci_;@tim_jurnalrisa @risa_saraswati @ranggana.purwana @rianarizki @indyratnap @nickoirham__ @abimanyu_______ @dimasta_ @kangjeffman penasaran😂;netral
suraiyasfraa;ini prnh di telusuri DMS kann?;netral
dea_thana;Yang liat gambar2nya ada yg ngerasa pusing gk?;negatif
errlina_;rumah pocong;netral
ysfinafd;Ppl;netral
rizkitabrani;Anak indomie juga ga paham ginian :(;netral
lestaridamayanti_;@kartikaapriliyani wisata bareng awkarin dek wkwkw;positif
mutiiaramrr_;Tim @tim_jurnalrisa kesini bareng @awkarin seru keknya nih;positif
virawidyaas;Ini yang ada di podcast nya sara Wijayanto;positif
al_pyi;Monggo anak indihome @heynom__ xixixixixi;netral
sstsschandisini;mau nya kemarin kita ksni yang @andriansyah_002;positif
lifaull;bagus juga buat spot potoo;positif
hansa.my;Pecahhh;positif
megasriwahyuni;@sarawijayanto nyaaii ajak awkarinn penelusuran dongg seruu nih kayanyaa😍;positif
ikkaawidyan;@nadaaindrnti Liat apo kau mba;netral
claudia.achel;Paling banyak area belakang deket sumur si 🥺🥺;negatif
dhimasfarid_38;Keren buat hunt;positif
rivanisandyy;Kasian yg diatas dipan😢;netral
ary_travelers;Yg begini banyak like. Coba kalau saya sudah pasti sepi yg koment.... 😭😭😭;positif
iche_tw;@diarycewekindigo  Tiara.. sini dong;netral
rakaaf27;@tim_jurnalrisa @risa_saraswati;netral
zeusshel;rumah ini mirip difilm makmum gak sih???;netral
diev.aa;di foto ke 3 ,7 sama 8 lgsg kerasa beda sih auranya di banding foto lain;negatif
ratih.rkd;@nurulkharista suram, kyk...;negatif
nanda.aqizzh;Colab? @tim_jurnalrisa;positif
agung.sbnl;penglihatan netizen lebih tajam dibanding anak indihom;positif
book_storeid;@diarycewekindigo;netral
ravisestiaana;Slide ke 3 bukan main kerasa bgt langsung brigidikk😢;negatif
arief_mustaf;Kotagede , 🔥;positif
rafifanbl_;@tim_jurnalrisa wajib siiii;positif
apranda18_;Pernah nnton kisahnya di youtube mba sarawijayanto, di kamar yg ada kasur mas wisnu sma mba sara liat cewe rambut panjang yg korban kdrt;negatif
qonitahbaar;Yg d.channelnya KA sara Wijayanto;netral
vidavidoth;Aku kira mau D renov 😁;positif
dirgayua;Ini mah ga cuman poci isinya 😂;negatif
evihumairoh21;Indihome dirumah gua aja lagi bermasalah Rin, gimana mau jadi anak indigo uplah😂😂😂😂;negatif
bloommy_gloo;😱😱😱;netral
its.lutfiii;kerenn tuh buat cinematik video dan estetick foto;positif
mawaaadda;jd mau mampir ke rumah mba Sumi deh tibatiba @secret.norumpii;positif
billaayv;ini rumah yang pernah dipake dms ga si;netral
nitta3097;❤️❤️❤️;netral
qomala.bachrie;Liat aja vlog nya mba @sarawijayanto dan tim DMS mereka sudah kesanah, banyak sekali cerita dan pelajaran dari kisah tersebut;positif
onashabrina;@agathatian_ @melpusa @jovitaagusti;positif
frddiba;kesini ya nanti lu @asridwiwiw;positif
_puteriagus;Slide terakhir mantap;positif
ratihcahyasari_;Slide 5 sedih bgt auranya bikin nangis. Kyk sakit gtu rasanyaa sedih bgt🥺😭;negatif
ulilia15;penelusuran @awkarin sama @tim_jurnalrisa ga sih?🥰;positif
melinia_abr;Sering lewat huhu;positif
amelia.alya_;Kok merinding saya;negatif
shfychptr_;slide terakhir ngena bgt kya sedih liatnya hhe;negatif
muna.syfr;@sarawijayanto udh penelusuran ksna  nntn aja di youtubenya mba sara;positif
perjastipansolo1;Ada ga yaa yg liat fotonya tu lsg berasa penuh gt dada , kek engep. 😩😩😩;negatif
ikaprasetyadj;Aku yg asli Kotagede kagak berani kesono;negatif
p_zahraaani;@tim_jurnalrisa;positif
dewi_nababan_19;Ah itu mah gak seberapa dibanding  seramnya hatiku karna sudah lama tak berpenghuni 😌;negatif
halo_bestiee3;Ini bnyk bgt, dah lebih dari 5;positif
anssherlyyy;Kalo malem kek apa ya suasananya😮 siang aja seremmmm, waktu sara wijayanto syuting juga siang;negatif
titikpurnama_;Deket rumah lu ya? @marvin_caraka;netral
nadillanvtsr_;Yg didatengin DMS wktu itu, udh pernah nnton diyoutobe hehe;positif
rinahs_;@kakakberadikpodcast.mop @mopchannel mampir kesini;positif
iche_tw;@diarycewekindigo  Tiara.. sini dong;positif
real_jogab;@pikichuuu_ beb kayanya nanti kita harus kesini feh😂;positif
saltysarcasticinfjme;bawa @ricckkhhooooooo dg @42.145am pisini @pellokilakarin;positif
sherlv_y;tb tb pusingg liatnya;negatif
devieranilandak;ngeliat slide yang ke-3 langsung sesek nafas😖;negatif
najefgh;nnti kesni deh😂 @_seterahdeh;positif
hendruu11;Rumah pocong😢;negatif
linasptna12;Bikin vlognya dong penasaran nih @awkarin ngevlog tema mistis ginian😍😍;positif
sitelurdadar;@indraae_ @auliaa.rhma kek nya gemoy deh kalo misal kita buka toko di rumah 'kosong' atau 'lama' gitu;positif
trihartatiningrum;Deket rumahku kak @awkarin 😍rumah pocong mba sumi;positif
megakania_;ini yang pernah di datengin mba @sarawijayanto ya ga sii;positif
yulia.ningsih.779;Slide 8 degdeg kan ngeliat ya... Ada tempat tidur ya;negatif
aininur3103;Tempat yang pernah di telusuri DMS *Diary misteri sara* emang serem bangetsi.;negatif
w00dygurlzzz;@tim_jurnalrisa kunjungin donggg plsss🥺🙏🏻;positif
brty.adhna_;gua pusing rin liatnya , gua buka anak indigo tapi gua peka sama yang begitun🥲liat foto nya gua ngak tau knp kok malah nangis rasanya ada cerita sedih di balik foto lu;negatif
zatualwani_;@meylan.dp @meylandp hajarr meyy;positif
adawida_;Maang ngahaturan Teteh Aa@risa_saraswati @indyratnap @nickoirham__ @abimanyu_______ @rianarizki @ranggana.purwana 🤗🤗;positif
meidyandini;Liat di chanel DMS dan aura dari  MBA AYU kerasa bgt pas ka sarah nangis karena di masuki  MBA AYU berasa bgt asli..;negatif
azizakey_;@mutiara_shaila yuk;positif
nilamm_sariii;@fadilah_indiana kesini yuu dil brani ga lu😂😂😂;positif
gitaanggunn;aku anak indomie 😔;netral
_skinnyalien;Ini tuh kaya lokasi syuting perempuan tanah jahanam bukan sih?;netral
karinapermata.s;Serem njir tempatnya😂;negatif
titawijayahabibi;aku anak indomie kakak .. gak ngerti jadinya;netral
anniestephani;dulu pernah ada di @diarymisterisara  spesial jogja sedih ceritanya;positif
meimeimbull;Penah nnton di @diarymisterisara;positif
kejuparut29;@sivaptrrrrr  cobak jelaskan dimana saja letak teman² kamu;positif
cadotmoment_;Duhh gw anak Indomie lagiii;netral
mia_lestari2704;🔥🔥🔥;netral
stnralyh61;first;positif
witaliana;Aku liat foto slide terakhir berasa sedih😢😞;negatif
akunsecondsayani_;Kalo kesana bayar ga ka?;netral
prima.aynov;Gw mah anak Indomie😂;netral
thaniadws_;;netral
aw.ul;di tunggu vlog nya karinn;positif
ditaganendra23;Sering lewat, bahkan maghrib2 pun prnah, alhamdulillah gk liat apa2. dpn agak maju dikit juga musholah kok., jd ya gk takut2 amat. Coba donk kak sekalian yg Rudi Pesik @awkarin;positif
nailulmahsla;Kak awkarinnnn makasih udah review tempat² di jogja loh😍jadi ga bingung nantinya kalau kesana❤️🙌;positif
tarisyahraa;Kok gue jadi pusing ngeliat nya yaa apa karena blom sarapan yah😅;negatif
nurulfahiraa_;Aku cuma merasakan ditubuh ku rasanya aneh ajaa sesek gakaruan aja ada panas panasnya stayy;negatif
elsanoviay;Oh tau.. Rumah ini katanya penunggu nya mbo sape gt.. Nonton di dms;netral
ssysall;😮;netral
arnetaardlnvm;Slide 4😵;positif
novitasariifika;Gara2 semalem lihat foto inii kebawa mimpi sampe ketindihan donggg 😢😢😢😢😢;negatif
vanyindira;@tim_jurnalrisa;netral
call_kekei;Sayang banget rumah lama nya ... Desain nya oke banget;positif
realmeliana;Saya yang rumahnya Bantul aja belum pernah kesini😢;netral
yuliarahmamul_;lebih horor baca komen2nya siih;negatif
rinanurvita;Itu tempat yg pernah di kunjungi sama DMS kak;netral
wn_aprilia04;@tim_jurnalrisa @jurnalrisaoffisial @risa_saraswati destinasi baru nih teh risa;positif
cateatingacake;Kerasa si vibes vibes seremnya;negatif
gunawantrisetya;Bagus buat cafe;positif
sherinadwitaputri_;Mau coba tttapi nanti klo udah niat @nadyaadhelya.j 😢;positif
oyotart;"Ditunggu main"" sama Oyot lagi ya😂";positif
pipit_asia;Ada yg sama kek aku gaa? Ko ngeliatny suka yaaa😂;positif
aklemasyurii;Horror;negatif
fitfadhil;Wani delok iki rak la? @keylanathaniaaaa;positif
divagustiayurianda;Rumah di film perempuan tanah jahannam ga sih?😢;positif
siskaachamelanie;Bg @bintangnalikaa deket ni ama kontrakan elo..., gak pengen staycation gitu bareng mas @reyhanrdtyy dan temen2 laen 😂;positif
